filename,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
016_6_9.png,Fake,1.0318279266357422,0.5376874804496765,0.40111714601516724,0.09729759395122528,0.6344695091247559,0.23150968551635742,0.2290911078453064,0.25326311588287354,0.15354707837104797,0.02584088034927845,0.7891497015953064,0.3571501076221466,2878.7705078125,118.22412872314453,96.61865234375
015_0_4(2).png,Fake,1.5593949556350708,0.8305923342704773,0.3347417712211609,0.14580373466014862,0.7808564901351929,0.05886886268854141,0.4307123124599457,0.3185580372810364,0.2750481069087982,0.07048878073692322,0.5543285608291626,0.4237994849681854,2996.872314453125,117.57850646972656,96.8830795288086
015_1_4(2).png,Fake,1.359548568725586,0.6735216975212097,0.4094778299331665,0.1421450525522232,0.6259450316429138,0.2567809820175171,0.20510555803775787,0.11900195479393005,0.21036528050899506,0.05146562680602074,1.2456823587417603,1.4732978343963623,2901.70654296875,117.73011779785156,95.18910217285156
016_4_4(3).png,Fake,0.6572256684303284,0.4330999255180359,0.6591977477073669,0.10284984111785889,0.6760186553001404,0.0453982800245285,0.23466753959655762,0.1894565224647522,0.1588798612356186,0.04626001417636871,1.387498140335083,0.20838870108127594,2914.721435546875,106.80486297607422,96.61002349853516
016_5_4(3).png,Fake,0.8316488265991211,0.4245623052120209,0.627631425857544,0.15783339738845825,0.6563547253608704,0.04328729212284088,0.3186633288860321,0.27363330125808716,0.16161002218723297,0.036761898547410965,0.9094763398170471,0.5436540842056274,2938.658935546875,134.36468505859375,92.8316421508789
004_5_9(4).png,Fake,1.25657320022583,0.6137503981590271,0.5038592219352722,0.18421413004398346,0.736828625202179,0.06472884863615036,0.34286344051361084,0.2722766697406769,0.20536784827709198,0.055457647889852524,0.6382237076759338,0.49336302280426025,2973.5,124.42800903320312,93.71783447265625
015_7_9.png,Fake,0.6509314775466919,0.29710298776626587,0.7059621810913086,0.12149875611066818,0.5758798122406006,0.19489052891731262,0.11093513667583466,0.04557036980986595,0.1394624412059784,0.03890875354409218,1.5409109592437744,0.7093300819396973,2849.520751953125,131.7244110107422,98.3062744140625
004_4_9(4).png,Fake,0.7620301842689514,0.3966201841831207,0.6702830195426941,0.12753264605998993,0.652119517326355,0.022312967106699944,0.26072999835014343,0.13600073754787445,0.15533924102783203,0.04847749322652817,0.9479311108589172,0.5607224106788635,2949.148193359375,108.26239776611328,95.650146484375
007_1_9(5).png,Fake,0.9257488250732422,0.5927966833114624,0.41304343938827515,0.2612980604171753,0.7421485781669617,0.08616328239440918,0.3170367181301117,0.15862925350666046,0.2243642359972,0.03945494443178177,0.4500121772289276,0.25052934885025024,2887.459228515625,108.42584991455078,95.62207794189453
020_8_4.png,Fake,0.6944935321807861,0.43326330184936523,0.42077454924583435,0.14636899530887604,0.721451997756958,0.06873061507940292,0.7426232099533081,0.24860897660255432,0.19071128964424133,0.04630810394883156,0.6615893244743347,0.31777074933052063,1811.17236328125,111.275146484375,98.11524963378906
007_0_9(5).png,Fake,1.5380905866622925,0.8007577061653137,0.26596617698669434,0.0749766081571579,0.7708989381790161,0.061043091118335724,0.39116913080215454,0.2939547002315521,0.22077874839305878,0.05202263593673706,0.425287127494812,0.37472856044769287,2960.06591796875,118.84473419189453,95.85794830322266
015_1_0(5).png,Fake,0.8671143054962158,0.3745463788509369,0.7559720873832703,0.10403836518526077,0.6699624061584473,0.03646690398454666,0.2563864290714264,0.14880776405334473,0.16392281651496887,0.031473543494939804,1.7625004053115845,1.7539242506027222,3026.504638671875,123.4862289428711,94.60237884521484
015_0_0(5).png,Fake,0.8132023215293884,0.44945499300956726,0.6843200325965881,0.10276657342910767,0.6757161617279053,0.035283345729112625,0.14001767337322235,0.10899318009614944,0.15130186080932617,0.03418857604265213,0.9481635689735413,0.337262898683548,2963.569580078125,117.26020812988281,100.29434967041016
013_2_0.png,Fake,0.8990119695663452,0.5354689359664917,0.5372713804244995,0.17979630827903748,0.7160898447036743,0.02962176315486431,0.28499698638916016,0.24630402028560638,0.17424532771110535,0.023014327511191368,1.3399310111999512,0.5715785622596741,2907.33740234375,112.30563354492188,95.84046936035156
016_5_0(4).png,Fake,0.8905439376831055,0.4075879454612732,0.7094653844833374,0.09541811048984528,0.5868885517120361,0.24243399500846863,0.5462681651115417,0.2645181119441986,0.1780354380607605,0.03255872428417206,0.9629995822906494,0.3220962584018707,2877.267822265625,123.22551727294922,95.86079406738281
016_4_0(4).png,Fake,0.7194851636886597,0.4147392213344574,0.7452884316444397,0.11137834191322327,0.3430147171020508,0.3437941372394562,0.37855878472328186,0.13107536733150482,0.15946906805038452,0.009892372414469719,0.8393826484680176,0.3504934012889862,1904.6982421875,113.31736755371094,99.47270965576172
020_4_9.png,Fake,0.7674813270568848,0.4450092911720276,0.36424827575683594,0.19586428999900818,0.794921875,0.0,0.0,0.0,0.2051541656255722,0.007619261275976896,0.8229691982269287,0.6899092793464661,1840.418701171875,113.30581665039062,98.28388214111328
007_1_4(1).png,Fake,0.9601427912712097,0.5895469784736633,0.29785677790641785,0.14589276909828186,0.7171348929405212,0.07614500820636749,0.19529256224632263,0.15434643626213074,0.1982109099626541,0.027904605492949486,0.6965984106063843,0.5125836730003357,2855.624755859375,120.23100280761719,98.54914093017578
018_5_0.png,Fake,0.9181897640228271,0.49068206548690796,0.6593666076660156,0.12986187636852264,0.6859976053237915,0.05983612313866615,0.4824563264846802,0.30053091049194336,0.1872445046901703,0.05428885295987129,1.0715093612670898,0.6767593622207642,2901.90283203125,124.14253234863281,95.70767974853516
007_0_4(1).png,Fake,1.462533950805664,0.8154628872871399,0.21138590574264526,0.11747238039970398,0.7660331130027771,0.07159417122602463,0.37974923849105835,0.32397326827049255,0.25935906171798706,0.060487598180770874,0.3281756341457367,0.06709951907396317,2967.465576171875,119.31568908691406,97.52896118164062
009_6_4(5).png,Fake,1.4546644687652588,0.7785688638687134,0.29429861903190613,0.1438431739807129,0.7075374126434326,0.07063398510217667,0.5609632134437561,0.2448711395263672,0.20638784766197205,0.034714631736278534,0.9312092661857605,0.6215477585792542,3001.41015625,114.83187866210938,93.02433776855469
015_9_9(3).png,Fake,0.7180676460266113,0.5029488801956177,0.618371844291687,0.1573791652917862,0.6704264879226685,0.042953237891197205,0.10297057777643204,0.04476478323340416,0.18481330573558807,0.025716330856084824,1.217509388923645,1.0053627490997314,2871.59912109375,116.06836700439453,96.64872741699219
015_8_9(3).png,Fake,0.7523813843727112,0.39922964572906494,0.5741502046585083,0.1517099291086197,0.569770872592926,0.1933794617652893,0.11297063529491425,0.09003368020057678,0.1325017362833023,0.03259844705462456,1.0671489238739014,0.43699678778648376,2894.835205078125,126.5765609741211,94.34234619140625
009_7_4(5).png,Fake,1.5964128971099854,0.8991401195526123,0.24121752381324768,0.1135852038860321,0.7952114939689636,0.04607498273253441,0.3510318398475647,0.2823638916015625,0.20943036675453186,0.0543798953294754,0.45690175890922546,0.09970496594905853,3041.65185546875,111.61312103271484,95.22518920898438
013_3_0(2).png,Fake,0.8341320753097534,0.43886831402778625,0.6367068886756897,0.1974610835313797,0.6932823657989502,0.036494720727205276,0.14406336843967438,0.03620076924562454,0.16522125899791718,0.03429688885807991,1.6883596181869507,0.8684617877006531,2935.394287109375,108.38923645019531,96.73589324951172
007_8_4(4).png,Fake,0.5491709113121033,0.20547333359718323,0.6546898484230042,0.11161483824253082,0.6292795538902283,0.0,0.11028769612312317,0.04308724030852318,0.12126287817955017,0.0,1.3850635290145874,0.0,1818.0938720703125,120.54351043701172,97.41455841064453
013_2_9(1).png,Fake,1.1539971828460693,0.6417801976203918,0.3847653567790985,0.15107190608978271,0.7333993315696716,0.06086469441652298,0.2604878842830658,0.24639087915420532,0.19743651151657104,0.03912672773003578,0.6576651334762573,0.3655279874801636,3012.552734375,117.88050842285156,94.75836181640625
013_3_9(1).png,Fake,1.0446845293045044,0.5529711842536926,0.5058351159095764,0.16288280487060547,0.7132428884506226,0.05014938861131668,0.3424825370311737,0.26736295223236084,0.18746989965438843,0.0213900376111269,0.8514328598976135,0.4387317895889282,2990.607421875,113.35822296142578,95.00786590576172
007_9_4(4).png,Fake,0.5392680764198303,0.21358583867549896,0.7231591939926147,0.11585842818021774,0.6435546875,0.0,0.2282819151878357,0.0,,,0.7644286751747131,0.0,1873.349853515625,107.76508331298828,95.67520904541016
013_2_0(2).png,Fake,0.897858202457428,0.5204460620880127,0.47763678431510925,0.16469480097293854,0.7095579504966736,0.022970274090766907,0.04567362740635872,0.02193916216492653,0.16368959844112396,0.027532553300261497,1.5326581001281738,1.286300539970398,2830.946533203125,115.42334747314453,96.61834716796875
018_3_9(3).png,Fake,0.8453361392021179,0.4692924916744232,0.5536956191062927,0.11437348276376724,0.6779233813285828,0.050173912197351456,0.1402427703142166,0.1600370705127716,0.151718407869339,0.042190708220005035,1.0649899244308472,0.39574187994003296,2950.582275390625,113.99507904052734,95.60501098632812
