gabor,gabor_std,ocl,ocl_std,lcs,lcs_std,fda,fda_std,rvu,rvu_std,rps,rps_std,mean,mean_std,std,std_std,ofl,ofl_std,rdi,rdi_std,s3pg,s3pg_std,sep,sep_std,mow,mow_std,acut,acut_std,sf,sf_std,label,path
0.7875803967086863,0.4439498709540644,0.48963365331256736,0.18002468360633697,0.35099001189017276,0.3762914597305412,0.26246519969429444,0.06620441577847416,0.9008695953328358,1.14897582020482,10892.396241766584,40560.84901863309,148.14308943089432,0.0,67.61146841645157,0.0,0.3042066443932073,0.0046505604784592425,12418.237539357942,2932.204753029841,42.437744140625,10.067328576972319,1.0089439318005775,0.6882232952324987,1.421313759163226,1.0533507857542967,8.292110780338174,0.842904906048442,1.7906369004758202,0.36852906946768205,1,src/data/GreenBit/Live/005_9_6.png
1.199738297860738,0.5915348894296185,0.5765074425875842,0.14809553523839988,0.65858113595112,0.298898580896965,0.3008984302560451,0.059301732571535495,0.536837706119632,0.7306163762756807,15853.289781297057,50777.25732166147,145.49023293207597,0.0,71.43038318311507,0.0,0.2570295409534048,0.022462673498103977,10600.45225944423,2542.6811535183288,37.404847756410255,5.282679719127669,1.270226749709215,0.6442125400769114,1.186782756939039,0.6847872832685317,8.50933322599109,0.8014812714174732,1.4483123211624414,0.29714176426431965,1,src/data/GreenBit/Live/002_2_5.png
0.7866876360598838,0.39778963964934205,0.5029580714316864,0.1459824052948893,0.21940144751109786,0.3316192296801781,0.27718330239502087,0.06603842985974281,0.63448451275433,0.5649822049074557,17151.319124449914,55789.69500984279,151.2289680980834,0.0,70.03847077104327,0.0,0.2661894509259657,0.007004541486953064,10475.417811632396,2586.9311264317676,34.10081129807692,6.147056388773074,1.3108262079057358,0.6318697155111282,1.047824737673423,0.5669914632752678,8.70873977451791,0.7196104440808004,1.777600516144787,0.5978721702328474,1,src/data/GreenBit/Live/012_2_5.png
0.5431796647491006,0.28697178065545825,0.43276075898421335,0.13127858080728871,0.20889544809305147,0.33213461210745127,0.2909623009360548,0.05448322705358714,0.4885405801214041,0.42736171796914224,15766.972604984181,57761.70656129957,150.6416919743988,0.0,63.13339878112383,0.0,0.3617455399712082,0.06275693146595099,10359.585035722688,1997.892552480455,32.14750744047619,6.21333450334078,1.1583681952718683,0.44941337628419065,0.9507832165464526,0.5288037172104532,8.584681619546823,0.41992733341080984,1.8536391426582977,0.33253066168709056,1,src/data/GreenBit/Live/003_0_2.png
0.9372659803987287,0.5906182758622498,0.6597340224514052,0.12758316009788895,0.4765556040861346,0.39145150624185093,0.3047146608202359,0.07805809796071647,0.6903616510928591,0.9751874408039625,18301.809602149817,53318.07273604942,131.63044329573935,0.0,78.87590235806165,0.0,0.2945148778332527,0.012582695795390536,10906.813530864067,2630.2969663235403,48.392333984375,9.75756434605342,1.6547092024547798,0.8268242915225685,1.3458704188719361,0.6667582642132576,8.64216364401453,1.183426380530497,1.839336612222332,0.3908777287434268,1,src/data/GreenBit/Live/005_7_9.png
0.9789756972743847,0.6171498735934816,0.5295097831110837,0.155809284183589,0.6376567235995275,0.3120553106956206,0.2927712447076394,0.0730293495129752,0.5880481805653431,0.5265235706040348,19420.476953855,58397.18992284462,138.27197447447446,0.0,73.7638263204179,0.0,0.32504742263592834,0.023853622371544564,10782.672567712098,2795.4158567760096,42.817905970982146,6.775731973827921,1.468273972136215,0.7143185926130279,1.4157480337414197,0.6402342177517865,8.565193856468074,0.7814686880647914,1.3481940889861888,0.47875583467406385,1,src/data/GreenBit/Live/010_1_2.png
0.8085084803813228,0.39325452766651803,0.645911384592783,0.1053817395246325,0.26051149239906984,0.3656068760686169,0.26915920574992064,0.046920638518445794,0.6334005448368034,0.2629446977694278,18305.686557866033,44318.35619294969,123.28002628440701,0.0,84.0546455082422,0.0,0.31073501948336224,0.048792413068503265,10281.734038823975,2164.8010591362686,54.76262019230769,7.8725674819648175,1.7140149725526226,0.6396663876492122,1.6069184140180928,0.7059433055496115,9.036463889244631,1.4746500844553516,2.3767784733068535,0.914926722373233,1,src/data/GreenBit/Live/011_3_5.png
0.9588690630075225,0.5182743036737663,0.5541660432770725,0.2049790916723899,0.4790601307643935,0.35582165632422014,0.2591375492834947,0.04280774575319439,0.8414403058149006,0.723471681102305,17565.999471859875,49145.268262108606,125.81403527133811,0.0,77.62630921771402,0.0,0.31283720952770655,0.03566123149288167,10270.489293219223,3604.570003083993,54.16497564935065,6.74453265550802,1.5121363869410367,0.7066213906641166,2.1022312761659494,0.836661006415142,8.627511273337182,1.1252990143354775,1.8252211381692267,0.7627728210523391,1,src/data/GreenBit/Live/008_7_2.png
0.375210557980868,0.22940596803169358,0.2919737452695005,0.10796920612903227,0.11191329405672264,0.25468256683271484,0.2110946791809629,0.03960640057428979,0.7698401325822393,0.31778753751274813,14711.352145860608,59276.66227985919,147.80356399020278,0.0,51.149290703568795,0.0,0.47982192794353173,0.10768101135158858,6330.81013854761,1937.3824872635687,31.747939560439562,4.802155233030419,0.8824347382027948,0.2875260668096722,1.2783158524282394,0.7483699228503461,8.261507649692179,0.4696673691790822,2.1708438002060713,0.8226048521743169,1,src/data/GreenBit/Live/019_5_5.png
0.9177096696718714,0.494392256089484,0.6439482992603061,0.12003663260628285,0.37792856947948184,0.3900987726323697,0.26124284201842607,0.05366863631151607,0.7600578207517291,0.7627108526625346,17873.964425817496,47675.65055355418,127.0983342289092,0.0,79.12537022884766,0.0,0.2984797736660796,0.026020933979162136,10505.997230746749,2602.295864040511,51.380037006578945,9.450220433939304,1.5699230510716806,0.7789013869570615,1.6922792324315936,1.5814914260806987,8.785624021102542,0.9799628178219258,2.0140451383086426,0.6714670784575365,1,src/data/GreenBit/Live/014_9_3.png
0.33644003940297906,0.24404526939041998,0.24320217460703786,0.14055986141106847,0.08654276214260734,0.21936746941240737,0.2012728276690985,0.03297763274685542,0.9324663159321979,0.7710150336159451,9344.279539188696,43591.34255667632,148.62359709183315,0.0,45.89200645972332,0.0,0.47188432362433375,0.1774214279426177,6341.28132706684,2202.1494702972045,33.21632179054054,5.564028567827767,0.6860003079863202,0.17828732993559188,1.4034005760925787,0.6921633878129888,8.051796759802865,0.3971725361085801,2.1630857943280097,0.6443012405380723,1,src/data/GreenBit/Live/019_9_8.png
1.5058621478994252,0.7226181637263345,0.6786699002578636,0.11668232770886411,0.7158060615759829,0.28267544112685816,0.3150112611215143,0.06154213547311354,0.3551220335488469,0.4202098779669142,21337.992288988524,63544.442637220985,137.42166646160223,0.0,78.29485844578367,0.0,0.32499992775857944,0.02909357304831786,10639.912522094355,2068.42155003506,44.42072432170543,6.452882663126957,1.8074971160582294,0.7296661334322072,1.1844656961947273,0.40484892869885625,8.702514187178721,0.5393243829708116,1.4016687203065665,0.28560322316191866,1,src/data/GreenBit/Live/002_0_7.png
0.5038396123570384,0.2672382015008493,0.489924295026943,0.13365847858058652,0.24046999861432428,0.3361637266223354,0.30465367212032735,0.07633336230940592,0.6896617633370318,0.8348814845358984,13200.953442015963,43870.31219653818,150.54306666666668,0.0,68.81482043810686,0.0,0.3410745574578815,0.033378954582285375,10317.049023491376,2133.809739604636,34.400390625,5.632211428249987,1.3472885917170194,0.6253383190587625,1.0696956847402785,0.6664046818782808,8.675955487856074,0.6495042465573603,1.9411484748838403,0.32225819193874305,1,src/data/GreenBit/Live/003_2_0.png
0.8565696237054998,0.37205751330529946,0.6002162051942517,0.15686348812355722,0.32644872148658427,0.3731610529663299,0.25867331302003616,0.04890847671071676,0.8800654159228066,0.5284619303071174,27350.056478952734,67275.65305218594,123.2834283141837,0.0,82.29362656421193,0.0,0.25924919399730256,0.009539809574777722,10477.920369503567,1845.6958111320491,54.873825728527606,6.503930266998524,1.7059439316595155,0.4821752234932859,1.545553274055322,0.5132362019832277,9.039976231913291,0.5267441871952746,2.0494816523140313,0.7558784900325319,1,src/data/GreenBit/Live/012_0_7.png
1.2295105788492868,0.6939364229264552,0.5274475204373905,0.14385255945661665,0.6624698315225087,0.2923865267813525,0.29616900680580993,0.0629058643363893,0.663800927915429,0.6870135159561286,20853.119076900104,58321.0276723981,137.92268555617713,0.0,77.61794255203787,0.0,0.2810647827909239,0.01559630708115134,11031.928256131096,2425.031387800938,42.506691261574076,6.335522570016123,1.7162452141170932,0.7894829363184175,1.3748103772689848,0.5822013065365137,8.743359860033625,0.6765134867634555,1.4248307493742143,0.4017331159859923,1,src/data/GreenBit/Live/010_3_0.png
0.8411161804004624,0.43878605060669895,0.4691867147231922,0.1628704440245243,0.3710630833030226,0.3689819974600734,0.2540589544184509,0.052674509259136866,0.8839044469525041,0.47604943223232904,17546.712702575078,50962.21891100594,138.28855911622765,0.0,72.06253689570525,0.0,0.3018322979030703,0.03813666387416634,8861.54047002288,2222.1785305416324,43.562297077922075,7.5432329170303225,1.4428808031294809,0.6544288714559522,1.3333906660604298,0.3585312378394778,8.621879692508726,1.029891908470905,1.6906935028816332,0.5884192496448645,1,src/data/GreenBit/Live/019_7_7.png
1.2045153885833728,0.5578254233738935,0.6149754455098676,0.1299048363526462,0.5022451684054478,0.3641311382389817,0.2722069841425368,0.06013289259986964,0.6853025340941704,0.3738824480025762,18911.4405143415,51704.58893243929,128.676722885241,0.0,80.17077567122892,0.0,0.33484110407979173,0.03472265296482521,10674.151817692855,2486.422150588202,51.56594669117647,7.359229237712579,1.6652554226581802,0.6958931279597003,1.622587665872239,0.9206630198740053,8.812878807679922,0.9885936295720876,1.7475124332645504,0.582919649754554,1,src/data/GreenBit/Live/008_5_0.png
1.04559408026862,0.5520700399283271,0.6830910570501745,0.10935359780176548,0.4556282376195786,0.3967238991894712,0.2726747744807329,0.05108183036197514,0.6301459011180631,0.4223208155452667,16363.998660344372,48009.01801582955,126.26777842326487,0.0,76.06956783593444,0.0,0.2536488946744608,0.017902774788608203,10242.944878808168,2168.96263008191,52.41986443014706,10.44696158905017,1.4122489888031133,0.6409269348280402,1.5313978375640567,0.5470422992190573,8.640306956305354,1.0547617288713191,1.9413791198484038,0.7735688650123258,1,src/data/GreenBit/Live/011_1_7.png
0.7811486743115182,0.46034340990403955,0.4771768695969499,0.16308591811280543,0.21288399270936034,0.33610528569255244,0.24546720515220824,0.05269129915839684,0.7054038831060943,0.4854293218462949,16343.120208664395,50629.43717685538,148.60898597841214,0.0,70.96720437446044,0.0,0.2738361944534238,0.002863254971934154,10429.988856540696,2229.1398455123494,36.77349668560606,6.030562560350753,1.2982368835773876,0.6060543999170064,1.3704123867985833,1.0353079182774172,8.771230511899853,0.5983207180413347,1.846019640791,0.573287321198538,1,src/data/GreenBit/Live/021_8_1.png
