gabor,gabor_std,ocl,ocl_std,lcs,lcs_std,fda,fda_std,rvu,rvu_std,rps,mean,std,ofl,ofl_std
1.2011347045509568,0.6500842176296348,0.3608229384979569,0.09421790447548865,0.8203289913072197,0.032322545164275844,0.29958519379121124,0.038016809460663784,0.3266063821873045,0.28028173100091264,3892.7711250353273,166.54017244757986,86.61253582406546,0.22396847270934037,0.22721929161755294
1.3705934838622496,0.7342119125031612,0.3336664897331151,0.11405908513643759,0.8219178032544392,0.03929809713287563,0.2688325323339619,0.06948126351696815,0.703075003873642,1.151581483170667,3870.6276389648283,166.85452184989222,86.62092456750457,0.4786192919291966,0.33566899101433195
1.3409905774592108,0.7576260672407964,0.31107299605601896,0.0922362368543189,0.8130056722648321,0.04371455096823685,0.2659626224931076,0.041945607041018275,0.4370641918982371,0.3782983932916458,3975.854673696489,169.03755144032922,88.2597079602407,0.4685433083399807,0.2965857139479282
1.0720118408109927,0.6558949167469807,0.3717268402294613,0.10131585430329165,0.7171404109344259,0.0781875853202713,0.1926158591480028,0.04367208912410943,0.741776342140431,0.503150231656507,4008.7566672747716,171.80275083284343,86.78485039148879,0.3102740287942623,0.27496520662844476
1.3289003826745083,0.7497877613352869,0.34406714247294906,0.12439327042137056,0.793565272062732,0.036142290510850765,0.2400584446548958,0.06154744907395884,0.5648069381486959,0.30105343360961395,3957.809023727681,170.6917499510092,87.83973113683267,0.3830775083119297,0.3039642376684262
1.2984281105109838,0.7198535513704011,0.3088712925402057,0.08065403443196065,0.7761406332955706,0.060496115793210486,0.2018412797097037,0.04637688134292033,0.5670561657800167,0.36096157715332516,3973.5063710762333,167.83759553203998,86.48790143885057,0.41079359130174004,0.3331058071574643
0.6041984140535491,0.5906016397751537,0.6064516755921442,0.17395775657893367,0.727688489083401,0.03268762061723148,0.20072563619490405,0.05604614953883847,0.922746590526561,0.46606388916943575,3989.342616181844,198.94742063492063,81.86218057698052,0.6270484127305548,0.2684575063337367
1.2531300252874453,0.564773262107449,0.3622215613275249,0.09846743036567276,0.788116808352521,0.058236401640882465,0.2340706636863568,0.045799534068180506,0.5493549976036829,0.35862833113905884,3849.1206255413986,163.71794777581815,84.76474542324924,0.4326112835558857,0.34560764372745795
1.0175235839450536,0.8348488486100848,0.3739875793803029,0.1591379687868445,0.7947626445375681,0.05509183740053785,0.26902208178479936,0.06814595410187531,0.3089644405917857,0.14601495886912333,3924.308170179573,190.36183372525966,85.8699064894891,0.5497131163792214,0.3257015273737798
1.2670062342632007,0.7316469900655365,0.3048764116543966,0.11286850740373096,0.776752084348159,0.05815265643044839,0.22007629096495301,0.07689692322025982,0.6133786875987733,0.34434438509322224,3924.5299392179872,168.41425387027238,87.54029178506349,0.3709187280076886,0.31275417643374737
1.1118805624390313,0.6731857396695118,0.32780837203926166,0.07116342047980315,0.7739630498747133,0.07353857000990881,0.19553842831719184,0.07393814841804563,0.6553000305551068,0.35850490925955314,4005.503667746828,172.23753184401332,86.90703375735912,0.2901237931864645,0.2707728604039871
1.0726900336300662,0.7457987169583039,0.3591549689752207,0.10236955297111304,0.7661528846697377,0.04607111176715002,0.21396780874509935,0.055430009115729734,0.5310130092683973,0.30973792717685,4032.972448904078,179.8406574563982,86.5689320936775,0.4328670872667614,0.31836714327642585
1.0372407463081357,0.6944953353793794,0.3367376287851517,0.09686174910921636,0.7207695691795978,0.09043366350270991,0.2031412664680829,0.06024287283676084,0.6834088103607174,0.4213079379042368,3957.169480041981,180.10431363903587,86.42736179221338,0.30036207422530886,0.32469519300780575
